"id","name","neighbourhood_group_cleansed","neighbourhood_cleansed","property_type","room_type","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","bedrooms","beds","price"
32808836,"Slice of New York. Enjoy Ethnicity and culture","Bronx","Olinville","Private room in residential home","Private room",9,4.89,4.89,4.89,5,5,4.67,4.67,1,2,90
32818383,"Cozy clean quiet room with lock and key #1","Bronx","Wakefield","Private room in residential home","Private room",99,4.75,4.86,4.86,4.92,4.88,4.77,4.75,1,1,50
32819286,"Simple,clean,cozy room with lock and key #2 ,","Bronx","Wakefield","Private room in residential home","Private room",70,4.81,4.7,4.76,4.9,4.9,4.74,4.83,1,1,50
32820849,"Beckoning ”Bed-Stay” 2 BR Suite in Bed-Stuy","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",52,4.96,4.94,4.98,4.96,4.9,4.88,4.92,2,4,190
32822073,"Cozy apartment w/ Magnificent View!","Manhattan","Battery Park City","Private room in rental unit","Private room",6,4.67,5,4.17,5,5,5,4.83,1,1,86
32835357,"4mins to Manhattan Bound 7train; 10mins to LGA","Queens","Jackson Heights","Private room in residential home","Private room",55,4.44,4.6,4.36,4.8,4.49,4.65,4.53,1,1,61
32839377,"Spacious and peaceful Park Slope apartment!","Brooklyn","Gowanus","Entire rental unit","Entire home/apt",146,4.75,4.82,4.84,4.94,4.95,4.8,4.83,2,3,139
32840500,"Cozy and Modern Bedroom in Williamsburg","Brooklyn","Williamsburg","Private room in rental unit","Private room",7,5,5,5,5,5,5,5,1,1,48
32841311,"Unique","Manhattan","Hell's Kitchen","Entire rental unit","Entire home/apt",21,4.9,4.9,4.71,4.81,5,4.9,4.76,1,1,165
32842295,"Beautiful bedroom and full bathroom","Brooklyn","Flatlands","Private room in residential home","Private room",31,4.48,4.81,4.23,4.97,4.87,4.74,4.74,1,1,40
32844072,"Entire Apartment w/ balcony 5 min from LGA.","Queens","East Elmhurst","Entire rental unit","Entire home/apt",87,4.77,4.8,4.83,4.76,4.87,4.75,4.8,1,2,95
32845010,"Private 2 Bedroom APT Close to City & Expressway.","Queens","Fresh Meadows","Entire rental unit","Entire home/apt",61,4.82,4.89,4.89,4.89,4.92,4.89,4.79,2,2,85
32845516,"Brooklyn stylish studio apartment!","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",114,4.75,4.79,4.82,4.76,4.8,4.77,4.71,1,1,148
32847003,"IVORY COAST ROOM Is your home away from home","Brooklyn","Crown Heights","Private room in rental unit","Private room",8,4.88,4.88,4.88,5,5,4.75,4.88,1,1,65
32847146,"Perfect For Long/Extended Stay!","Manhattan","Washington Heights","Private room in rental unit","Private room",51,4.96,4.96,4.86,5,5,4.94,4.94,1,2,50
32848199,"Cozy, Confortable and Nice place in Bay Ridge","Brooklyn","Bay Ridge","Private room in rental unit","Private room",110,4.68,4.85,4.75,4.82,4.85,4.83,4.77,1,1,49
32854456,"Cozy Clean Clutter-free 2 Bedroom Apartment","Queens","Astoria","Entire rental unit","Entire home/apt",54,4.98,5,4.94,4.98,5,4.98,4.96,2,2,139
32857918,"Classic Hells Kitchen Haven","Manhattan","Hell's Kitchen","Private room in rental unit","Private room",35,4.91,4.94,4.83,4.94,4.89,5,4.83,1,2,90
32858895,"Live like a true New Yorker!","Manhattan","Hell's Kitchen","Entire rental unit","Entire home/apt",7,4.86,4.86,4.71,5,5,5,4.71,1,1,175
32859066,"Bedroom & common area w/ private back yard.","Brooklyn","Bushwick","Private room in rental unit","Private room",23,4.61,4.91,4.57,4.7,4.87,4.7,4.78,1,1,76
32860008,"Bed-Stuy townhome ideal for families/entertaining","Brooklyn","Bedford-Stuyvesant","Entire townhouse","Entire home/apt",2,5,5,5,5,5,5,5,3,2,250
32860541,"East Village - Cozy 1 Bedroom- great location :)","Manhattan","East Village","Entire rental unit","Entire home/apt",12,4.92,4.83,4.83,4.83,5,5,4.58,1,1,175
32865017,"Queen Room near JFK & Jamaica Station  smoke ok!","Queens","Jamaica","Private room in residential home","Private room",3,4.67,4.67,4.33,4.67,4.67,4.33,4,1,1,47
32865732,"Park views and city fun","Brooklyn","Prospect-Lefferts Gardens","Entire rental unit","Entire home/apt",1,5,5,5,5,5,5,5,2,4,99
32870435,"LGA - beautiful  apt in the heart East Elmhurst","Queens","East Elmhurst","Entire rental unit","Entire home/apt",7,3.8,3.6,4,3.6,4,3.4,3.6,2,2,131
32872356,"BEST SIDE OF BED-STUY","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",203,4.72,4.83,4.7,4.82,4.87,4.67,4.74,1,1,71
32873781,"Bed-Style! One bedroom apt. in trendy neighborhood","Brooklyn","Bedford-Stuyvesant","Entire townhouse","Entire home/apt",12,5,5,4.92,5,5,5,5,1,3,120
32886967,"Comfortable Single Room - 15min Manhattan","Queens","Ditmars Steinway","Private room in rental unit","Private room",40,4.98,5,4.98,5,4.98,4.93,4.95,1,1,39
32890299,"MALE or COUPLE can ride free ferry manhattan&back!","Staten Island","St. George","Private room in rental unit","Private room",7,4.57,4.43,4.71,4.71,4.86,4.57,4.57,1,2,110
32890591,"Large Room in a Manhattan Shared Apt","Manhattan","Harlem","Private room in rental unit","Private room",64,4.8,4.88,4.8,4.88,4.84,4.81,4.83,1,2,82
32894678,"Brooklyn Awesomely Huge and Hip Apartment","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",3,4.33,4.33,5,4.67,4.67,4.33,4,2,1,60
32894721,"Cozy NYC!!!","Queens","Queens Village","Private room in rental unit","Private room",9,3.56,4,3.33,3.44,4,3.44,3.56,1,1,50
32898133,"★ Pvt Room in 4BR Duplex ★ Laundry Yard ★ Room D","Brooklyn","Crown Heights","Private room in townhouse","Private room",13,5,4.92,4.69,4.92,4.85,4.54,5,1,1,46
32900964,"Awesome location, Full of light loft in Brooklyn","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",13,5,4.92,4.85,4.92,4.92,4.92,5,1,1,100
32901262,"Chabla Residence. The perfect stay, when away","Queens","Jackson Heights","Entire rental unit","Entire home/apt",59,4.9,4.93,4.92,4.93,4.9,4.85,4.85,5,6,344
32913140,"Light Filled Loft Overlooking the Park","Brooklyn","Red Hook","Entire loft","Entire home/apt",4,5,5,5,5,5,4.75,4.75,2,2,200
32915763,"Luxurious Family apartment-20min to Manhattan","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",29,4.93,5,4.97,4.97,5,4.83,4.9,2,2,190
32917795,"2 bathrooms; 10mins LGA: 4mins 7train (2)","Queens","Jackson Heights","Private room in residential home","Private room",70,4.41,4.47,4.46,4.77,4.31,4.59,4.41,1,1,53
32917917,"Private room for rent in crescent east New York","Brooklyn","Cypress Hills","Private room in rental unit","Private room",1,1,1,1,1,1,1,1,1,1,100
32922087,"Private Bedroom in Manhattan","Manhattan","Washington Heights","Private room in rental unit","Private room",125,4.33,4.5,4.23,4.62,4.74,4.42,4.54,1,1,62
32935473,"Monthly available Private room in Astoria","Queens","Ditmars Steinway","Private room in rental unit","Private room",29,4.82,4.93,4.68,4.93,4.96,4.89,4.82,1,1,50
32940047,"Bright, spacious bedroom with adjacent study","Bronx","Hunts Point","Private room in rental unit","Private room",8,4.63,5,4.75,5,5,4.75,4.75,1,1,70
32940382,"Cozy room in bright, spacious apartment","Bronx","Hunts Point","Private room in rental unit","Private room",13,4.62,4.69,4.69,4.92,4.92,4.62,4.54,1,1,43
32940875,"3blocks to 7 train-30mins to City Exploration","Queens","Jackson Heights","Private room in residential home","Private room",95,4.41,4.61,4.58,4.69,4.14,4.51,4.48,1,1,79
32942632,"Jackson Heights coziest private room","Queens","Elmhurst","Private room in rental unit","Private room",58,4.86,4.95,4.95,4.97,4.91,4.81,4.83,1,1,35
32943558,"TAO's Cozy Empire in Brooklyn, NY (One Female)","Brooklyn","Crown Heights","Private room in condominium (condo)","Private room",2,2.5,3,3,3,2.5,2.5,3,1,1,60
32943764,"Two Bedrooms Tonhouse","Manhattan","Harlem","Entire rental unit","Entire home/apt",81,4.6,4.49,4.56,4.75,4.73,4.85,4.51,2,1,295
32957830,"Stylish Room 3","Queens","Glendale","Private room in residential home","Private room",4,5,4.75,5,5,5,5,4.75,1,1,55
32964403,"Entire Private Apt (2 BRs includes 1 Bath & Kit)","Manhattan","Two Bridges","Private room in rental unit","Private room",31,4.45,4.87,4.52,4.77,4.84,4.52,4.52,2,2,228
32978570,"Large bedroom with 200SF outdoor patio","Bronx","Hunts Point","Private room in rental unit","Private room",8,4.88,5,4.63,5,5,4.88,5,1,1,45
32986796,"Furnished private room 5 minutes from Subway","Manhattan","Harlem","Private room in rental unit","Private room",41,4.78,4.93,4.41,4.93,4.98,4.95,4.85,1,1,70
32990282,"Cozy 1BR APT in the heart of Astoria","Queens","Ditmars Steinway","Private room in rental unit","Private room",9,4.89,4.89,4.78,5,5,5,4.78,1,1,115
32991664,"Private room with a balcony on the water","Queens","Long Island City","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,200
33010488,"Quiet Oasis Near Central Park","Manhattan","Midtown","Entire rental unit","Entire home/apt",22,5,4.95,4.95,5,5,5,4.95,1,1,309
33011936,"Mid century comfort","Manhattan","East Village","Entire rental unit","Entire home/apt",4,5,5,5,4.75,4.75,5,4.25,1,1,65
33012494,"RAVENWOOD: Modern Hipster Retreat in Williamsburg","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",58,4.78,4.81,4.81,4.91,4.88,4.98,4.69,2,2,125
33014255,"Spacious comfy apt near L/G/J/M with covered patio","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",25,5,4.96,4.88,4.96,5,4.92,4.96,2,3,185
33016711,"30mins to City: 2 bathrooms: 7train 3 Blocks","Queens","Jackson Heights","Private room in residential home","Private room",64,4.31,4.42,4.5,4.64,4.2,4.58,4.42,1,1,53
33020012,"Spacious duplex condo in perfect Brooklyn location","Brooklyn","Bedford-Stuyvesant","Entire condominium (condo)","Entire home/apt",13,5,5,4.69,5,5,4.77,4.92,2,2,175
33035865,"NEW TOP FLOOR APT. IN BUSHWICK PRIME LOCATION","Brooklyn","Bushwick","Private room in rental unit","Private room",12,4.75,4.92,4.92,4.92,5,5,4.58,2,1,85
33038028,"Aiden’s Red Door @ Crown Heights","Brooklyn","Crown Heights","Private room in rental unit","Private room",13,4.62,4.54,4.69,5,5,4.31,4.31,1,1,65
33040208,"Stunning apartment in Williamsburg !","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",6,5,5,5,5,5,4.75,5,1,1,110
33044053,"Stay at the ""Claudette"" guest room in SoHa","Manhattan","Harlem","Private room in rental unit","Private room",58,4.86,4.88,4.95,4.97,4.98,4.88,4.79,1,1,95
33046921,"Prime NYC Studio Apt","Manhattan","Upper East Side","Entire rental unit","Entire home/apt",7,4.86,5,4.71,4.86,5,5,4.86,1,2,135
33047652,"Brooklyn Private room in Ridgewood # 1","Queens","Ridgewood","Private room in rental unit","Private room",7,4.71,4.86,4.43,4.86,4.71,4.57,4.57,1,1,120
33047896,"Charming and homie Sunnyside apartment","Queens","Sunnyside","Entire rental unit","Entire home/apt",3,5,5,5,5,5,5,5,2,2,80
33049409,"Spacious 2 Bedroom Apartment in Flatbush, Brooklyn","Brooklyn","Flatlands","Entire rental unit","Entire home/apt",3,3.67,5,3.67,4.33,4.67,4.67,3.67,2,4,90
33050172,"UWS - Pre-War Building- Large space","Manhattan","Upper West Side","Private room in rental unit","Private room",36,4.94,4.97,4.92,4.92,4.92,4.94,4.89,1,2,109
33061311,"Decatur street Limestone an Urban Zen  experience","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",125,4.94,4.99,4.91,4.97,4.99,4.77,4.94,1,2,151
33069506,"Large Chelsea Bedroom!","Manhattan","Chelsea","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,83
33077121,"Bright and Spacious Queens Townhouse","Queens","Middle Village","Entire residential home","Entire home/apt",2,5,5,5,5,5,5,5,3,3,150
33085491,"Modern and Spacious Brooklyn Apartment","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",60,4.72,4.82,4.7,4.85,4.9,4.47,4.7,2,3,130
33089083,"Chic 2 bedroom Brownstone with garden 17m to MHTN.","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",100,4.96,4.97,4.97,4.96,4.97,4.88,4.86,2,3,257
33092650,"High floor Luxury Apartment with balcony","Brooklyn","Fort Greene","Entire rental unit","Entire home/apt",28,4.96,4.89,4.79,4.89,4.96,5,4.86,1,1,250
33094622,"BEAUTIFUL 1 BED ROOM 10 MINS FROM JFK","Queens","St. Albans","Private room in townhouse","Private room",23,4.26,4.22,4.22,4.78,4.7,4.7,4.35,1,1,59
33097219,"New Family friendly home  in Staten island!","Staten Island","Grymes Hill","Entire residential home","Entire home/apt",18,4.78,4.94,4.83,4.78,4.78,4.78,4.83,4,5,250
33097308,"Cozy room in Brooklyn's historical district","Brooklyn","Clinton Hill","Private room in rental unit","Private room",18,4.82,5,4.65,4.88,5,5,4.94,1,1,38
33102485,"Cozy 💤 room Tv-Wifi-Fridge JFK✈️ Train🚇Smoking 🍃OK!","Queens","Jamaica","Private room in residential home","Private room",23,4.35,4.48,4.3,4.65,4.57,4.7,4.39,1,1,45
33118005,"Lux room","Queens","Jamaica","Private room in guesthouse","Private room",5,4,4,3.8,3.8,3.6,4.2,3.6,1,1,88
33119863,"Queens Studio.","Queens","Bayside","Entire guest suite","Entire home/apt",78,4.95,4.94,4.91,4.95,4.97,4.86,4.9,1,1,53
33123667,"Perfect Place to just Sleep while you explore NYC","Manhattan","Lower East Side","Private room in rental unit","Private room",35,4.53,4.77,4.43,4.9,4.7,4.93,4.6,1,2,88
33127307,"COZY BED ROOM 10 MIN FR JFK&TRAIN WITH PVT BATH","Queens","St. Albans","Private room in townhouse","Private room",27,4.89,4.96,4.85,4.96,5,4.93,4.85,1,1,75
33127624,"Exclusive home near JFK and Long Island Rail Road.","Queens","Rosedale","Private room in residential home","Private room",16,4.81,4.88,4.88,4.94,5,5,5,1,1,60
33133218,"Harlem Musicians Home","Manhattan","Harlem","Entire rental unit","Entire home/apt",7,4.71,4.71,4.43,5,5,4.86,4.71,1,1,90
33133919,"Great studio in Carroll Gardens.","Brooklyn","Carroll Gardens","Entire rental unit","Entire home/apt",7,4.67,4.67,4.17,5,4.83,4.83,4.67,1,1,97
33134312,"Luxury 4bd apt in Astoria, 10 mins from Manhattan.","Queens","Long Island City","Entire rental unit","Entire home/apt",76,4.88,4.82,4.99,4.89,4.91,4.87,4.8,4,5,264
33135126,"(C19 Prepared) Light Filled 1BDRM in Clinton Hill","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",1,4,5,5,5,5,5,5,1,1,150
33135591,"Beautiful and Bright 1 Bedroom in LES","Manhattan","Chinatown","Entire rental unit","Entire home/apt",7,4.86,5,4.71,5,5,4.86,5,1,1,150
33135950,"Victorian Brooklyn Spacious Living!","Brooklyn","Flatbush","Entire rental unit","Entire home/apt",73,4.96,4.96,5,5,5,4.89,4.92,2,2,185
33138120,"Essex House in front of Central Park!","Manhattan","Midtown","Entire condominium (condo)","Entire home/apt",13,5,4.92,4.62,4.85,4.85,5,4.69,1,2,290
33138453,"Art/Musician Loft Space in Greenpoint","Brooklyn","Greenpoint","Private room in loft","Private room",8,5,5,4.38,4.38,4.63,4.63,5,1,1,80
33138874,"The Heart of the Bronx","Bronx","Soundview","Entire rental unit","Entire home/apt",128,4.8,4.86,4.84,4.95,4.84,4.64,4.81,2,4,127
33140204,"Beautiful Brownstone in Bed-Suy Brooklyn","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",4,5,5,5,5,4.67,4.67,5,3,3,250
33141938,"Large private room apartment renovated in 2019","Manhattan","Inwood","Private room in rental unit","Private room",2,3.5,3.5,2,5,3.5,4.5,3.5,1,1,34
33143544,"Easy Access to Manhattan 5 subway lines 5 min walk","Queens","Jackson Heights","Entire townhouse","Entire home/apt",2,4,5,4.5,5,5,5,4,1,1,30
33154427,"Artsy apartment in Brooklyn next to Subway","Brooklyn","Crown Heights","Entire rental unit","Entire home/apt",19,4.89,5,4.89,4.94,4.83,4.78,4.78,2,2,85
33154669,"Center Located OneBedroom CloseTo LGA Train7/E/F","Queens","Elmhurst","Entire rental unit","Entire home/apt",3,4.67,4.67,4.67,5,5,4.67,4.67,1,1,99
33155194,"Bed-Stuy 2 Bed/2 Bath - Renovated","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",22,5,5,5,5,5,4.59,4.95,2,2,190
33155909,"Spacious apt in NYC minutes away from midtown","Manhattan","Harlem","Entire rental unit","Entire home/apt",20,4.45,4.8,4.6,4.65,4.7,4.65,4.4,1,1,96
33155996,"Bright and Spacious in Bed Stuy, Brooklyn","Brooklyn","Bedford-Stuyvesant","Entire condominium (condo)","Entire home/apt",21,5,4.9,4.95,5,5,4.86,5,2,2,160
33156123,"Cool, clean and confortable 1 bedroom in Bushwick","Brooklyn","Bushwick","Entire rental unit","Entire home/apt",7,4.86,4.86,4.43,4.86,5,5,4.71,1,2,120
33156370,"Cozy Room in Townhouse Close to 5 Medical Centers","Brooklyn","Crown Heights","Private room in townhouse","Private room",8,4.63,4.75,4.63,4.75,4.5,4.13,4.63,1,1,57
33161019,"KD's Private Tranquility Home","Queens","Rosedale","Entire guest suite","Entire home/apt",22,4.91,4.86,4.82,5,5,4.91,4.91,1,1,95
33162983,"SPACIOUS 4BR/2BA APT W/PRIVATE OUTDOOR SPACE UWS","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",7,4.71,4.71,4.29,4.86,4.86,4.86,4.57,4,6,299
33168074,"Homely Peaceful Apartment. Close to JFK","Queens","Woodhaven","Private room in rental unit","Private room",42,4.98,5,4.98,5,5,4.79,4.98,1,2,35
33168922,"Ten minutes drive to seafood world -City Island","Bronx","Co-op City","Private room in rental unit","Private room",17,4.82,4.82,4.94,4.88,4.82,4.71,4.65,1,1,70
33169141,"Entire 1 or 2 Bedroom Apt.","Queens","East Elmhurst","Entire rental unit","Entire home/apt",39,4.64,4.79,4.69,4.85,4.92,4.77,4.67,2,2,106
33175415,"Cozy Studio Gravesend Coney Island Hospital Beach","Brooklyn","Gravesend","Entire loft","Entire home/apt",25,4.76,4.68,4.64,4.84,4.8,4.68,4.76,1,1,89
33181402,"Beautiful Bed-Stuy Brownstone w/ Outdoor Oasis","Brooklyn","Bedford-Stuyvesant","Entire townhouse","Entire home/apt",89,4.97,4.98,4.92,5,5,4.8,4.92,2,2,229
33183013,"Private room in light + plant filled zen oasis!!","Brooklyn","Williamsburg","Private room in rental unit","Private room",2,5,5,4,5,5,5,4.5,1,1,95
33186696,"Harlem Quiet haven 15 minutes to Time Square !!!!!","Manhattan","Harlem","Private room in rental unit","Private room",94,4.62,4.71,4.47,4.72,4.72,4.55,4.6,1,1,55
33187617,"Midtown East Gem with PRIVATE Terrace","Manhattan","Midtown","Entire rental unit","Entire home/apt",7,5,5,5,5,5,5,4.86,1,1,120
33193795,"Cozy stay with AC in the best neighborhood in NYC","Manhattan","Upper East Side","Private room in rental unit","Private room",7,5,5,5,5,4.83,5,4.83,1,1,79
33198558,"ONLY FEMALES!! CUTE PRIVATE ROOM IN FAMILY HOME.","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",4,3.5,5,3.5,5,5,4.5,4.5,1,1,59
33214803,"Spacious/Comfortable Close to Yankee Stadium/City","Bronx","Mount Hope","Private room in residential home","Private room",8,5,5,5,5,5,4.86,5,1,1,45
33218283,"Brand New 1BR prime UES~W/D the unit Best Value","Manhattan","Upper East Side","Entire rental unit","Entire home/apt",8,4.63,4.63,4.75,4.88,4.75,4.88,4.25,1,2,150
33223405,"Royal Court","Queens","Jamaica","Entire residential home","Entire home/apt",72,4.78,4.89,4.81,4.71,4.97,4.85,4.9,3,3,269
33226517,"Spacious Room with Large Closet in East Harlem","Manhattan","East Harlem","Private room in rental unit","Private room",43,4.86,4.95,4.72,4.95,4.91,4.79,4.79,1,1,68
33236793,"Jfk 10 minutes,  great layovers, self check in","Queens","Jamaica","Private room in condominium (condo)","Private room",8,4.63,4.75,4.75,5,4.75,3.75,4.38,1,1,100
33237562,"Luda and David Nest to share.","Queens","Sunnyside","Entire rental unit","Entire home/apt",27,5,5,4.93,5,5,5,4.96,1,2,145
33239233,"MODERN AND COZY 2 BEDROOM APARTMENT IN BROOKLYN","Brooklyn","Greenpoint","Entire rental unit","Entire home/apt",38,4.66,4.71,4.66,4.66,4.69,4.8,4.57,2,2,300
33242348,"1 room in private house - 15 mins to NYC & Ferry","Staten Island","Emerson Hill","Private room in residential home","Private room",7,4.43,4.71,4.14,5,4.86,4.86,4.57,1,1,249
33243396,"Clean, Quiet Apartment with Two Cats, Central Park","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",3,5,5,5,5,5,5,5,1,2,135
33248625,"beautiful studio apt in Greenwich Village/Soho","Manhattan","Greenwich Village","Entire rental unit","Entire home/apt",17,4.88,4.88,4.81,4.94,4.94,4.94,4.88,1,2,198
33259063,"LUXURIOUS! Private Bedroom w/ Own Private Bathroom","Manhattan","Upper East Side","Private room in rental unit","Private room",28,5,5,4.96,5,5,5,4.89,1,1,149
33265025,"Quiet, East Village Bedroom for Sublet (Queen bed)","Manhattan","East Village","Private room in rental unit","Private room",1,5,5,3,5,5,5,4,1,1,62
33265476,"Amazing private room in the heart of NYC!","Manhattan","Hell's Kitchen","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,99
33266016,"Spacious room and private bath in Williamsburg","Brooklyn","Greenpoint","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,83
33267401,"Entire 1 Bedroom Mini Loft Apartment","Manhattan","Harlem","Entire rental unit","Entire home/apt",2,4.5,5,3.5,5,5,3.5,4.5,1,1,70
33267781,"Lincoln Center Haven (private room and bathroom)","Manhattan","Upper West Side","Private room in rental unit","Private room",77,4.88,4.86,4.84,4.9,4.91,4.99,4.74,1,1,221
33269219,"Hipster hideaway in the heart of Williamsburg","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",8,4.86,4.71,4.29,4.71,4.86,4.86,4.14,2,2,148
33269801,"Gorgeous queen size oasis","Queens","Jamaica","Private room in residential home","Private room",23,4.62,4.76,4.62,5,4.76,4.52,4.62,1,1,85
33271828,"Urban Oasis Junior","Brooklyn","Sunset Park","Entire guest suite","Entire home/apt",42,5,5,4.98,5,4.98,5,4.88,1,1,140
33273525,"Beautiful, large, sunny private bedroom available","Brooklyn","Prospect Heights","Private room in rental unit","Private room",1,5,5,4,5,5,4,5,1,1,58
33276141,"舒适3人间 法拉盛步行地铁","Queens","Flushing","Private room in villa","Private room",2,4,4.5,3,4.5,3.5,5,3.5,1,2,50
33282474,"Clean,cozy private bedroom with private bathroom","Brooklyn","Dyker Heights","Private room in rental unit","Private room",8,4.5,4.75,4.63,4.88,4.88,4.13,4.63,1,1,39
33292234,"Well-located Brooklyn apartment w/flexible pricing","Brooklyn","Gowanus","Entire rental unit","Entire home/apt",25,4.88,4.96,4.72,5,5,4.88,4.64,2,2,115
33310325,"Flushing entire apartment in prime location","Queens","Flushing","Entire residential home","Entire home/apt",2,5,5,5,5,5,5,5,2,3,250
33315368,"Spacious, sunny 2 bedroom Chelsea apartment!","Manhattan","Chelsea","Entire rental unit","Entire home/apt",13,4.45,4.45,4.36,4.73,3.91,5,4.73,2,2,300
33318809,"Spacious Artistic 1 Bedroom Loft & High Ceilings","Brooklyn","Williamsburg","Private room in rental unit","Private room",3,5,4.67,4.33,4.67,5,5,5,1,1,90
33329026,"Midtown East Manhattan","Manhattan","Midtown","Entire rental unit","Entire home/apt",4,4.75,5,4.75,5,5,5,4.75,1,1,150
33340151,"Warm Cozy Bedroom in Historical Harlem!!!","Manhattan","Harlem","Private room in rental unit","Private room",36,4.75,4.83,4.75,4.86,4.89,4.69,4.72,1,1,200
33340216,"Classic modern bedroom-close to everything","Queens","Flushing","Private room in residential home","Private room",23,4.87,4.91,4.91,5,4.87,4.78,4.78,1,1,60
33344785,"Modern Brand New 3 Bedroom/2 Baths In Hip Brooklyn","Brooklyn","Bedford-Stuyvesant","Entire guest suite","Entire home/apt",61,4.98,5,5,4.98,4.98,4.56,4.93,3,3,275
33346826,"Big beautiful apartment near Empire State Building","Manhattan","Midtown","Private room in rental unit","Private room",4,5,5,5,5,5,5,5,1,1,159
33347638,"NEWLY RENOVATED-TheCrescent|“Hidden Gem”|10min2JFK","Brooklyn","East New York","Entire rental unit","Entire home/apt",78,4.88,4.85,4.83,4.88,4.87,4.59,4.83,1,2,128
33348368,"Brooklyn 1BR Full Apartment Great Location","Brooklyn","Crown Heights","Entire rental unit","Entire home/apt",25,4.96,4.92,4.88,4.96,4.96,5,4.88,1,1,66
33348833,"Cozy haven in the Upper East Side.","Manhattan","Upper East Side","Entire rental unit","Entire home/apt",32,4.72,4.94,4.69,4.97,4.84,4.97,4.84,1,1,125
33348910,"Spacious bright bedroom w/4 windows","Queens","Flushing","Private room in residential home","Private room",29,4.9,4.93,4.97,5,5,4.62,4.69,1,2,75
33367026,"Artist apartment in the heart of Brooklyn!","Brooklyn","Flatbush","Entire rental unit","Entire home/apt",3,4,4.5,3.5,4,5,4.5,4,1,2,105
33370164,"Big bedroom  .Queens,Astória Subway close M,R","Queens","Astoria","Private room in rental unit","Private room",8,3.75,3.75,3.75,4,3.75,3.75,4,1,1,55
33371988,"Comfy bedroom in apt share 20 mins to City!","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",2,4,3.5,2.5,4.5,5,4.5,3.5,1,1,36
33375266,"Cozy private room, walking distance from LGA, RM-3","Queens","East Elmhurst","Private room in residential home","Private room",80,4.93,4.94,4.91,4.95,4.95,4.9,4.84,1,1,55
33378475,"Cozy room next to the L train","Brooklyn","Bushwick","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,50
33378983,"Beautiful apartment in Manhattan","Manhattan","East Harlem","Entire rental unit","Entire home/apt",5,4.2,4.2,4.4,4.8,5,5,4.2,1,2,95
33379269,"1 BR Luxury Apt on Metro Ave in E Williamsburg","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",8,4.75,5,4.5,5,4.88,5,4.88,1,1,300
33388458,"Cozy Private Room, Walking Distance From LGA, Rm 4","Queens","East Elmhurst","Private room in residential home","Private room",144,4.74,4.85,4.78,4.95,4.94,4.88,4.74,1,2,64
33389288,"Cozy Private Room, Walking Distance From LGA, Rm 5","Queens","East Elmhurst","Private room in residential home","Private room",165,4.7,4.77,4.79,4.86,4.85,4.73,4.68,1,2,64
33389926,"Cozy Private Room, Walking Distance From LGA, Rm 6","Queens","East Elmhurst","Private room in residential home","Private room",248,4.81,4.9,4.86,4.96,4.96,4.85,4.79,1,1,66
33390787,"Modern One-Bedroom Apartment in Hell's Kitchen","Manhattan","Midtown","Entire condominium (condo)","Entire home/apt",5,5,5,5,5,5,5,5,1,2,280
33393883,"Charming 2BR/2BA on Upper West Side","Manhattan","Morningside Heights","Entire rental unit","Entire home/apt",7,5,5,5,5,5,5,4.71,2,2,300
33394700,"Cozy kosher home for your stay in NYC","Brooklyn","Sheepshead Bay","Private room in rental unit","Private room",4,4.25,4.5,4.5,5,4,4.5,4.5,1,1,50
33398445,"Luxurious Upper West Side Apt Best Location","Manhattan","Upper West Side","Entire condominium (condo)","Entire home/apt",8,4.63,4.75,4.25,4.63,4.88,5,4.38,1,1,125
33400105,"Beautiful Room in 4 Bedroom Apt / Bed Stuy,","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",2,4.5,4,4,4.5,5,4,4,1,1,42
