"id","name","neighbourhood_group_cleansed","neighbourhood_cleansed","property_type","room_type","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","bedrooms","beds","price"
33400953,"Heart of NYC Full Home! 3Beds.2BR.2Bath. Kitchen.","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",5,5,5,4.8,5,5,5,4.8,2,4,160
33412533,"☆2-Bedroom Bronx Beauty!☆","Bronx","Port Morris","Entire rental unit","Entire home/apt",73,4.85,4.89,4.81,4.86,4.89,4.44,4.7,2,4,149
33421406,"X-Large Private room in newly renovated apartment","Queens","Kew Gardens","Private room in residential home","Private room",24,4.67,4.92,5,4.67,4.83,5,4.83,1,1,49
33422954,"Spacious Studio SHARED","Bronx","Tremont","Shared room in rental unit","Shared room",72,4.79,4.76,4.82,4.83,4.79,4.75,4.89,1,1,26
33423101,"1 Bedroom Apartment with Empire State view","Manhattan","Murray Hill","Entire rental unit","Entire home/apt",5,5,4.8,4.8,5,5,4.8,4.8,1,1,200
33423849,"Private Room + Private Bathroom Newly Renovated","Queens","Kew Gardens","Private room in residential home","Private room",24,4.88,4.88,5,5,4.96,4.92,4.88,1,1,59
33424312,"Spacious and Comfortable Suite in Brooklyn","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",8,4.63,4.88,4,5,5,5,4.88,1,1,55
33427025,"Industrial bedroom  1 minute to Subway","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",64,4.86,4.86,4.91,4.88,4.89,4.86,4.88,1,1,70
33427418,"Cozy modern room in Bushwick","Brooklyn","Bushwick","Private room in rental unit","Private room",1,2,1,1,5,5,5,2,1,1,150
33428552,"Suite Houston - Free Street Parking & WIFI","Manhattan","East Village","Entire rental unit","Entire home/apt",11,5,4.91,5,5,4.91,4.91,4.91,1,3,95
33428571,"Beautiful sunny bedroom in central Williamsburg","Brooklyn","Williamsburg","Private room in rental unit","Private room",55,4.65,4.85,4.54,4.93,4.87,4.93,4.67,1,1,78
33430847,"Beautiful Cozy Shared Room (FEMALE ONLY )","Manhattan","East Harlem","Shared room in rental unit","Shared room",61,4.74,4.7,4.84,4.84,4.8,4.7,4.75,1,3,55
33431709,"Shared room by the Central Park ( MALE ONLY )","Manhattan","East Harlem","Shared room in rental unit","Shared room",43,4.58,4.7,4.81,4.7,4.88,4.65,4.6,1,2,55
33431823,"a brand new cozy shared room ( FEMALE ONLY )","Manhattan","East Harlem","Shared room in rental unit","Shared room",32,4.41,4.53,4.56,4.75,4.78,4.47,4.41,1,4,55
33431909,"Beautiful shared room ( FEMALE ONLY )","Manhattan","East Harlem","Shared room in rental unit","Shared room",46,4.63,4.63,4.8,4.61,4.7,4.76,4.7,1,3,55
33431978,"Overnight a brand new shared room in upper east","Manhattan","East Harlem","Shared room in rental unit","Shared room",48,4.6,4.56,4.79,4.58,4.81,4.67,4.52,1,3,55
33446373,"large room in a 4 bedroom (2bath) apartment","Brooklyn","Greenpoint","Private room in rental unit","Private room",2,5,5,3,5,5,5,4,1,1,60
33449518,"21min to Manhattan & Safe Neighborhood&PrivateRoom","Queens","Sunnyside","Private room in rental unit","Private room",3,3.33,2.67,2.33,5,3.67,5,2.67,1,1,36
33451456,"Stylish Brownstone in Bed-Stuy (Fiber Internet)","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",33,4.84,5,4.81,4.94,4.84,4.78,4.88,3,3,217
33454764,"15 Min  Manhattan, Safe, Clean, Quiet, Good Price","Queens","Sunnyside","Shared room in rental unit","Shared room",3,5,5,5,5,5,5,5,1,2,28
33455322,"Private Bedroom in Original Bed-Stuy Apartment","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,59
33457366,"Room available in BedStuy condo w/ yard","Brooklyn","Bedford-Stuyvesant","Private room in condominium (condo)","Private room",4,5,5,5,5,5,5,5,1,1,50
33457731,"Room available in BedStuy condo w/ private yard","Brooklyn","Bedford-Stuyvesant","Private room in condominium (condo)","Private room",10,4.9,4.8,5,5,5,5,4.9,1,1,55
33467176,"Le Chateau Boutique in Le Brooklyn , NY ! Voila !","Brooklyn","Bushwick","Entire rental unit","Entire home/apt",114,4.83,4.91,4.88,4.95,4.96,4.76,4.82,4,4,173
33469797,"NYC Sweet Paradise Oasis Modern &Chic mins JFK/LGA","Queens","Jamaica","Entire rental unit","Entire home/apt",189,4.89,4.92,4.95,4.95,4.96,4.86,4.85,2,2,226
33470580,"Top Floor Two Bedroom at Top of Manhattan","Manhattan","Inwood","Entire rental unit","Entire home/apt",12,4.08,4.5,3.08,4.92,4.75,4.83,4.42,2,3,89
33471805,"Comfortable Room with Private Bath - 15 min to JFK","Queens","Cambria Heights","Private room in residential home","Private room",110,4.92,4.96,5,4.85,4.81,4.79,4.91,1,1,35
33475698,"Germania's Deluxe Palace","Queens","Jamaica Hills","Entire townhouse","Entire home/apt",91,4.8,4.8,4.82,4.86,4.87,4.58,4.71,2,5,197
33486731,"Sunny, spacious Apt. near Prospect Park","Brooklyn","Prospect-Lefferts Gardens","Entire rental unit","Entire home/apt",7,4.86,4.86,4.57,4.86,5,4.71,4.43,1,2,115
33489978,"Huge private apartment in Manhattan","Manhattan","Harlem","Entire rental unit","Entire home/apt",5,4.4,5,4.6,5,4.8,4.8,4.8,1,1,75
33490271,"Spacious private bedroom in Washington Heights","Manhattan","Washington Heights","Private room in rental unit","Private room",15,4.93,4.93,4.93,4.87,4.93,4.73,4.87,1,1,110
33491297,"Airy, Light-Filled Apt w/ Floor to Ceiling Windows","Brooklyn","Park Slope","Entire condominium (condo)","Entire home/apt",9,5,5,5,5,5,5,4.78,1,1,300
33491707,"Garden Apartment in Park Slope Brownstone 日本語対応可能","Brooklyn","Park Slope","Entire rental unit","Entire home/apt",48,4.98,4.98,4.92,5,5,5,4.92,1,1,167
33492587,"[Entire place] Comfy Apt in Prime Location","Manhattan","SoHo","Entire rental unit","Entire home/apt",6,4.33,4.83,4,4.83,5,5,4.83,1,1,88
33493942,"Mid Century modern room  1 minute to Subway","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",86,4.81,4.91,4.88,4.92,4.91,4.78,4.85,1,1,71
33498032,"Beautiful Private apartment, Sunset Park Brooklyn","Brooklyn","Sunset Park","Entire rental unit","Entire home/apt",18,4.82,5,4.94,4.94,5,4.88,4.71,1,1,160
33498269,"Studio in the heart of LES - best location!","Manhattan","Lower East Side","Entire rental unit","Entire home/apt",13,4.46,4.62,4.38,4.62,4.69,4.69,4.54,1,2,130
33500292,"Close to JFK","Queens","Springfield Gardens","Private room in residential home","Private room",19,4.58,4.58,4.16,4.95,4.84,4.58,4.26,1,1,49
33512307,"Cozy Studio in Queens zZZ","Queens","Woodside","Entire rental unit","Entire home/apt",32,4.41,4.72,4.34,4.78,4.94,4.78,4.44,1,1,101
33514118,"Close to city in trendy Queens! Females only","Queens","Elmhurst","Private room in residential home","Private room",22,4.77,4.95,4.55,5,4.86,4.73,4.95,1,1,50
33515760,"Cozy vibes next to Prospect Park/Botanical Gardens","Brooklyn","Prospect-Lefferts Gardens","Private room in rental unit","Private room",31,4.97,4.97,4.83,5,5,4.97,4.93,1,1,50
33516105,"Peaceful and Spacious East Village Apartment","Manhattan","East Village","Entire rental unit","Entire home/apt",17,4.88,4.94,4.65,4.82,4.94,4.82,4.82,2,2,299
33526710,"1 Bedroom studio 15Mins from JFK,30 mins by carLGA","Brooklyn","East New York","Entire rental unit","Entire home/apt",56,4.79,4.93,4.96,4.91,4.93,4.54,4.82,1,1,101
33528562,"Private, warm & inviting contemporary bedroom.","Bronx","Wakefield","Private room in townhouse","Private room",10,5,5,4.9,5,5,5,4.9,1,1,48
33533601,"Chic Blush Freesia","Manhattan","Chinatown","Private room in rental unit","Private room",110,4.7,4.76,4.59,4.96,4.89,4.89,4.71,1,1,91
33534624,"Chic Blush Shine","Manhattan","Chinatown","Private room in rental unit","Private room",115,4.75,4.69,4.63,4.97,4.94,4.83,4.62,1,1,88
33534658,"Fully furnished Apartment in Kensington","Brooklyn","Flatbush","Entire rental unit","Entire home/apt",4,4.75,5,4.5,5,4.75,4.75,4.5,1,2,108
33545797,"Ideal 1 BR steps to Prospect Park","Brooklyn","Prospect-Lefferts Gardens","Entire rental unit","Entire home/apt",2,5,5,4.5,5,5,5,5,1,1,79
33546854,"LAVISH 3 Bedroom in Williamsburg!!","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",19,4.44,4.56,4.83,4.56,4.67,4.17,4.28,3,3,213
33547205,"Sunny Astoria One-Bedroom With Stunning NYC Views","Queens","Astoria","Entire rental unit","Entire home/apt",2,4,4.5,3.5,5,5,5,4,1,1,160
33557100,"Great Room with a WC","Brooklyn","Williamsburg","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,80
33558102,"Comfy private room in loft apartment","Brooklyn","Bushwick","Private room in loft","Private room",14,4.64,4.64,4.36,4.93,4.79,4.86,4.5,1,1,80
33559330,"Bright one br in the ""Little Caribbean""","Brooklyn","Crown Heights","Entire rental unit","Entire home/apt",2,5,5,5,5,5,5,5,1,2,110
33559960,"Center of the Universe Stay","Manhattan","East Village","Private room in rental unit","Private room",8,4.63,4.5,4.25,4.75,4.75,4.88,4.75,1,2,112
33560460,"Charming Soho large 1 bedroom apartment style loft","Manhattan","SoHo","Entire rental unit","Entire home/apt",34,4.88,4.82,4.82,4.76,4.85,5,4.65,1,1,285
33560646,"Big room with king bed","Brooklyn","Bay Ridge","Private room in residential home","Private room",1,4,4,4,4,4,4,4,1,1,40
33560762,"Alojamiento Betsaida.","Bronx","Kingsbridge","Private room in rental unit","Private room",18,4.17,4.5,4.28,4.61,4.56,4.61,4.67,1,1,30
33579970,"Spacious and sunny one bedroom","Queens","Long Island City","Entire rental unit","Entire home/apt",2,3.5,4,2.5,4,4,4,3,1,1,250
33581628,"Spacious, Clean, Modern w/ Laundry + Netflix","Brooklyn","Prospect-Lefferts Gardens","Entire rental unit","Entire home/apt",54,4.98,4.96,4.96,4.98,5,4.76,4.94,2,3,206
33582776,"🌿Cozy guest quarters🌾shared green yogi-palace🍃","Manhattan","East Village","Private room in rental unit","Private room",60,4.85,4.88,4.83,4.97,4.97,4.98,4.83,1,1,176
33584724,"Comfy’s Bedroom Close to Subway","Brooklyn","Bath Beach","Private room in rental unit","Private room",6,5,5,5,5,5,5,5,1,1,66
33589468,"“Mi casa es tu casa” “My home is your home” NYC","Queens","Fresh Meadows","Entire rental unit","Entire home/apt",55,4.98,4.96,4.98,5,5,4.93,4.89,1,1,131
33589554,"Living in Splendor","Queens","Springfield Gardens","Entire residential home","Entire home/apt",28,4.79,4.75,4.75,5,4.89,4.68,4.64,3,3,150
33608420,"Bright One Bedroom Loft","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",4,5,4.75,5,5,4.75,5,4.5,1,1,200
33611062,"Cosy apartment in heart of the East Village","Manhattan","East Village","Entire rental unit","Entire home/apt",9,4.75,4.88,4.63,4.88,4.88,5,4.75,1,1,110
33613736,"Bright Large Room, great location, backyard","Bronx","Fordham","Private room in residential home","Private room",16,4.56,4.88,4.25,4.88,4.94,4.94,4.81,1,2,54
33618213,"Clean and quiet Brooklyn room 35 mins from Soho","Brooklyn","Bedford-Stuyvesant","Private room in townhouse","Private room",2,5,5,4.5,5,5,5,4,1,1,50
33632312,"Comfortable,spacious and luxurious homely settings","Brooklyn","East New York","Entire rental unit","Entire home/apt",16,4.75,4.94,4.88,5,5,4.31,4.63,1,3,200
33635008,"Beautiful Large Room Available!","Manhattan","Washington Heights","Private room in rental unit","Private room",5,5,5,4.8,5,5,5,5,1,1,70
33635511,"Hamilton Heights Home Away from Home! (30-Day Min)","Manhattan","Harlem","Entire condominium (condo)","Entire home/apt",9,5,5,5,5,4.89,5,4.78,1,1,90
33641049,"JFK Airport Rm for travelers Room 5","Queens","Jamaica","Private room in residential home","Private room",131,4.75,4.79,4.73,4.85,4.85,4.77,4.76,1,1,40
33642266,"East Village Gem","Manhattan","East Village","Entire rental unit","Entire home/apt",56,4.89,4.87,4.96,4.36,4.82,4.95,4.78,1,1,246
33644836,"Priv room in an immaculate Apt,near Cent Park, UWS","Manhattan","Upper West Side","Private room in rental unit","Private room",18,5,5,5,4.94,5,5,4.94,1,1,135
33645301,"Lan lan","Brooklyn","Sunset Park","Private room in residential home","Private room",22,4.18,4.45,4.05,4.73,4.91,4.36,4.36,1,1,60
33653706,"Brand New Duplex 3BR~W/D in the unit.","Manhattan","Upper East Side","Entire rental unit","Entire home/apt",6,4.83,4.5,4.83,5,5,5,4.67,3,3,240
33654747,"Sunny 2BR heart of soho/ next to famous lombardis","Manhattan","Nolita","Entire rental unit","Entire home/apt",1,5,5,5,5,5,5,5,2,2,100
33658071,"Conveniently located large, modern 1 BR apt","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",64,4.97,5,5,4.97,4.98,4.64,4.95,1,2,135
33662914,"*150 sq. ft. BR In Great Central Park North Apt!","Manhattan","Harlem","Private room in rental unit","Private room",11,4.36,4.91,4.36,4.91,4.64,4.73,4.45,1,1,85
33664484,"Grandma’s Home in the Heart of Queens~Fam Friendly","Queens","Kew Gardens Hills","Entire residential home","Entire home/apt",40,4.85,4.8,4.95,4.88,4.88,4.8,4.7,3,4,240
33667731,"My room","Brooklyn","Borough Park","Private room in residential home","Private room",39,4.67,4.85,4.77,4.77,4.82,4.72,4.72,1,1,45
33673436,"LES Spacious apt sleeps 4 & addtn blowup mattress","Manhattan","Chinatown","Entire rental unit","Entire home/apt",12,5,5,5,5,5,5,5,1,1,230
33674936,"Artist LOFT in Bushwick - 15min from Manhattan","Brooklyn","Bushwick","Entire loft","Entire home/apt",6,4.83,5,5,5,4.83,5,5,1,1,114
33683407,"Manhattan Beautiful Nest","Manhattan","Kips Bay","Entire rental unit","Entire home/apt",21,5,5,5,4.9,5,4.76,4.86,1,1,149
33688029,"Cozy, Friendly Apt Share for Young Professionals","Brooklyn","Crown Heights","Private room in rental unit","Private room",7,4.86,4.86,4.86,5,5,5,4.57,1,1,74
33689108,"Mondern 2-Story Condo","Brooklyn","Bushwick","Entire condominium (condo)","Entire home/apt",6,3.8,3.8,3.8,3.8,3.8,4,4,1,1,175
33691396,"Spacious Apartment in Cute Boerum Hill Area","Brooklyn","Boerum Hill","Entire rental unit","Entire home/apt",5,4.6,5,4.4,5,5,4.8,4.8,2,2,145
33701016,"Bright modern loft in Crown Heights brownstone","Brooklyn","Crown Heights","Entire loft","Entire home/apt",17,5,5,4.94,5,5,4.82,4.88,1,2,115
33705993,"Perfect One Bedroom in North Williamsburg","Brooklyn","Greenpoint","Entire rental unit","Entire home/apt",5,4.8,4.8,3.8,5,5,5,4.6,1,2,185
33708931,"Times Square/Hudson Yards Gem!!!!","Manhattan","Hell's Kitchen","Entire rental unit","Entire home/apt",12,5,5,4.83,4.75,5,5,4.67,1,1,120
33710554,"West Village 1 BDRM On Historic Perry St.","Manhattan","West Village","Entire rental unit","Entire home/apt",9,5,5,4.88,4.88,5,5,5,1,1,240
33711101,"Spacious private room in the heart of Astoria","Queens","Astoria","Private room in rental unit","Private room",16,4.44,4.63,4.38,4.63,4.88,5,4.81,1,1,75
33716043,"Comfortable Room near the center of Manhattan.","Manhattan","Washington Heights","Private room in rental unit","Private room",52,4.84,4.94,4.78,4.9,4.86,4.59,4.82,1,1,57
33719615,"Modern Brooklyn Getaway","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",47,4.81,4.96,4.96,4.98,4.98,4.77,4.85,2,4,145
33725862,"Cozy Brooklyn Room. Double Bed, 25min to Manhattan","Brooklyn","Bushwick","Private room in townhouse","Private room",6,5,5,5,5,5,4.5,4.83,1,1,54
33726859,"Private bedroom in new and spacious apartment","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",34,4.56,4.65,4.5,4.76,4.65,4.62,4.59,1,1,65
33734483,"LONG TERM RENTAL,STUDIO N2 IN THE VILLAGE","Manhattan","West Village","Entire rental unit","Entire home/apt",20,4.65,4.8,4.55,4.45,4.7,5,4.9,1,1,128
33735398,"Modern  Brownstone Brooklyn Apt with Backyard","Brooklyn","Bushwick","Entire rental unit","Entire home/apt",97,4.77,4.89,4.76,4.92,4.91,4.75,4.8,3,3,144
33736715,"Executive Living off Fifth Ave and Central Park","Manhattan","Midtown","Entire condominium (condo)","Entire home/apt",4,4.75,4.5,4.5,5,5,4.75,4.75,1,1,142
33741107,"Fresh","Queens","Fresh Meadows","Private room in residential home","Private room",2,5,5,5,5,5,5,5,1,1,80
33745548,"Midtown West Hotel - Hudson Twin Single","Manhattan","Chelsea","Private room in hostel","Private room",6,3.67,4.17,4.17,4.17,4,4.67,3.67,1,1,178
33745549,"Midtown West Hotel  - Manhattan Queen","Manhattan","Chelsea","Private room in hostel","Private room",30,4.2,4.13,4.43,4.7,4.7,4.83,4,1,1,199
33745550,"Midtown West Hotel - Empire Triple Room","Manhattan","Chelsea","Private room in hostel","Private room",11,3.55,3.82,4,4.45,4.18,4.91,3.45,1,2,262
33753198,"Chefs apt w/ art, plants, books & strong coffee","Brooklyn","Crown Heights","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,71
33763207,"Lady's Powder Room","Brooklyn","Borough Park","Private room in residential home","Private room",55,4.8,4.87,4.78,4.84,4.93,4.75,4.82,1,1,31
33769956,"Incredible Nolita 1BR Apartment in the NYC Center","Manhattan","Nolita","Entire rental unit","Entire home/apt",67,4.76,4.73,4.81,4.76,4.91,4.99,4.55,1,2,311
33772698,"Spacious, Sunny and Serene 1-Bedroom in Park Slope","Brooklyn","South Slope","Entire rental unit","Entire home/apt",14,5,5,5,5,5,4.93,4.93,1,1,125
33772781,"Clean & Cozy apartment in East Village","Manhattan","East Village","Entire rental unit","Entire home/apt",13,5,5,4.9,5,5,5,4.9,1,1,160
33776576,"Modern Astoria Apartment","Queens","Astoria","Entire guest suite","Entire home/apt",44,4.95,4.98,4.95,4.93,4.95,4.91,4.98,2,3,206
33777889,"Clean Williamsburg room with balcony","Brooklyn","Williamsburg","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,51
33778143,"The Blue Room by LGA/Kennedy Airporst & NYC!","Queens","East Elmhurst","Private room in rental unit","Private room",29,4.69,4.93,4.62,4.93,5,4.86,4.83,1,1,45
33780071,"Designer Madison Ave Studio with Brand New Kitchen","Manhattan","Upper East Side","Entire rental unit","Entire home/apt",6,5,5,4.83,5,5,5,5,1,1,125
33780177,"Lovely Bedroom Near Subway","Brooklyn","Bath Beach","Private room in residential home","Private room",5,5,5,5,5,5,4.8,5,1,1,55
33785477,"Modern 2 bedroom apt in Bushwick","Brooklyn","Bushwick","Entire rental unit","Entire home/apt",66,4.64,4.73,4.8,4.8,4.61,4.64,4.67,2,2,154
33787433,"☆3-Bedroom Spacious Apartment☆","Bronx","Port Morris","Entire rental unit","Entire home/apt",62,4.87,4.87,4.94,4.95,4.92,4.63,4.89,3,6,151
33787438,"Cozy Studio in the heart of NYC","Manhattan","Kips Bay","Entire rental unit","Entire home/apt",18,4,3.94,4.06,4.94,4.44,4.89,4.06,1,1,120
33788019,"☆Sun-Filled 3-Bedroom Apartment in Bronx☆","Bronx","Port Morris","Entire rental unit","Entire home/apt",65,4.86,4.86,4.83,4.92,4.94,4.54,4.82,3,6,156
33798189,"Master bedroom in a 2BR/2BA, own private bathroom","Queens","Woodside","Private room in rental unit","Private room",9,4.67,4.67,4.44,5,5,4.67,4.44,1,1,79
33800548,"Apartment in Flushing , Queens.","Queens","Flushing","Entire rental unit","Entire home/apt",51,5,5,4.98,4.96,5,4.96,4.9,1,1,160
33801532,"Cozy Bedstuy Apartment","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",8,5,5,5,5,5,5,5,1,1,150
33808465,"Access to public transportation Near shopping area","Brooklyn","Midwood","Private room in residential home","Private room",20,4.25,4.55,4.4,4.6,4.6,4.65,4.3,1,1,100
33823598,"LOVELY 1 BED ROOM 10 MIN FR JFK WITH PRIVATE PORCH","Queens","Jamaica","Private room in townhouse","Private room",23,4.78,4.78,4.74,4.96,4.83,4.74,4.74,1,1,65
33826205,"Gorgeous, light & bright apt in Bed Stuy + yard","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",4,5,5,5,5,5,5,5,2,4,270
